filial;referencia;categoria;subcategoria;valor_venda;qtde_estoque;status_foto;status_referencia;motivo_devolucao
loja 04;29.13752_04006;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.11190_019;vestido;vestido;279;1;com foto;ativo no site;0
loja 04;29.13941_27258;blusa;blusa;139;1;com foto;ativo no site;0
loja 04;29.11293_019;vestido;vestido;159;1;com foto;ativo no site;0
loja 04;29.14003_04001;blusa;blusa;119;1;com foto;ativo no site;0
loja 04;29.11347_615;vestido;vestido;279;1;com foto;ativo no site;0
loja 04;29.10316_038;calca;calca;239;1;com foto;ativo no site;0
loja 04;29.13445_0024;blusa;camisa;159;1;com foto;ativo no site;0
loja 04;29.11472_005;calca;calca;159;1;com foto;ativo no site;0
loja 04;29.05384_055;blusa;blusa;159;1;com foto;ativo no site;0
loja 04;29.13500_27276;vestido;vestido;389;1;com foto;ativo no site;0
loja 04;29.11544_617;acessório;brinco;59;1;com foto;ativo no site;0
loja 04;29.13513_27261;blusa;blusa;159;1;com foto;ativo no site;0
loja 04;29.13542_04030;vestido;vestido;239;1;com foto;ativo no site;0
loja 04;29.08324_613;casaco / jaqueta;jaqueta;199;1;com foto;ativo no site;0
loja 04;29.05492_2594;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.08372_613;bermuda /short;short;89;1;com foto;ativo no site;0
loja 04;29.05536_1679;blusa;blusa;99;1;com foto;ativo no site;0
loja 04;29.13620_04030;blusa;tunica;159;1;com foto;ativo no site;0
loja 04;29.11711_24239;casaco / jaqueta;casaqueto;199;1;com foto;ativo no site;0
loja 04;29.05889_038;saia;saia;199;1;com foto;ativo no site;0
loja 04;29.13666_741;acessório;bracelete;99;1;sem foto;sem foto;0
loja 04;29.13727_0005;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.11763_24220;vestido;vestido;169;1;com foto;ativo no site;0
loja 04;29.11811_2734;vestido;vestido;119;1;com foto;ativo no site;0
loja 04;29.13907_04019;blusa;blusa;69;1;com foto;ativo no site;0
loja 04;29.11843_0024;blusa;cropped;89;1;com foto;ativo no site;0
loja 04;29.13960_1652;saia;saia;159;1;com foto;ativo no site;0
loja 04;29.11934_24219;blusa;blusa;119;1;com foto;ativo no site;0
loja 04;29.13970_00083;vestido;vestido;219;1;com foto;ativo no site;0
loja 04;29.11942_24208;calca;calca;179;1;com foto;ativo no site;0
loja 04;29.03935_2184;blusa;camisa;119;1;sem foto;sem foto;0
loja 04;29.11955_0005;calca;calca;259;1;com foto;ativo no site;0
loja 04;29.10056_1560;acessório;cinto;69;1;sem foto;sem foto;0
loja 04;29.14008_04002;blusa;tunica;99;1;com foto;ativo no site;0
loja 04;29.14040_27274;calca;calca;179;1;com foto;ativo no site;0
loja 04;29.12170_2736;calca;calca;139;1;com foto;ativo no site;0
loja 04;29.10380_1805;blusa;blusa;629;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.12250_0005;macacao;macacao;199;1;com foto;ativo no site;0
loja 04;29.06324_017;bermuda /short;short;139;1;com foto;ativo no site;0
loja 04;29.07523_019;vestido;vestido;789;1;com foto;desativado;produto diferente da imagem
loja 04;29.12340_2727;vestido;vestido;339;1;com foto;ativo no site;0
loja 04;29.13477_27252;vestido;vestido;389;1;com foto;ativo no site;0
loja 04;29.08260_2440;macacao;macaquinho;159;1;com foto;ativo no site;0
loja 04;29.12651_034;vestido;vestido;159;1;sem foto;sem foto;0
loja 04;29.13501_0024;macacao;macacao;279;1;com foto;ativo no site;0
loja 04;29.12717_2843;blusa;blusa;99;1;com foto;ativo no site;0
loja 04;29.12745_019;colete / kimono;kimono;149;1;com foto;ativo no site;0
loja 04;29.13518_0005;calca;calca;269;1;com foto;ativo no site;0
loja 04;29.12759_0024;calca;calca;199;1;com foto;ativo no site;0
loja 04;29.13554_04022;blusa;blusa;239;1;com foto;ativo no site;0
loja 04;29.13562_04023;blusa;top;199;1;com foto;ativo no site;0
loja 04;29.13589_0005;calca;calca;239;1;com foto;ativo no site;0
loja 04;29.13597_0024;macacao;macacao;239;1;com foto;ativo no site;0
loja 04;29.12948_24236;macacao;macacao;169;1;com foto;ativo no site;0
loja 04;29.12993_2711;bermuda /short;short;119;1;com foto;ativo no site;0
loja 04;29.13030_2734;macacao;macaquinho;199;1;sem foto;sem foto;0
loja 04;29.08734_055;casaco / jaqueta;casaco;189;1;com foto;ativo no site;0
loja 04;29.13054_010;blusa;blusa;89;1;com foto;ativo no site;0
loja 04;29.13652_27304;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.13138_24217;vestido;vestido;299;1;com foto;ativo no site;0
loja 04;29.13141_0068;acessório;brinco;59;1;com foto;ativo no site;0
loja 04;29.03935_1969;blusa;camisa;119;1;sem foto;sem foto;0
loja 04;29.13152_0199;acessório;escapulario;99;1;com foto;ativo no site;0
loja 04;29.13174_0091;macacao;macacao;239;1;com foto;ativo no site;0
loja 04;29.13736_0005;bermuda /short;short;99;1;com foto;ativo no site;0
loja 04;29.13182_0091;calca;calca;139;1;com foto;ativo no site;0
loja 04;29.13753_0001;blusa;blusa;79;1;com foto;ativo no site;0
loja 04;29.13192_0068;acessório;colar;69;1;com foto;ativo no site;0
loja 04;29.13203_2782;blusa;blusa;239;1;com foto;ativo no site;0
loja 04;29.13219_2734;macacao;macacao;299;1;sem foto;sem foto;0
loja 04;29.13239_0005;blusa;blusa;179;1;com foto;ativo no site;0
loja 04;29.13901_0091;bermuda /short;short;119;1;com foto;ativo no site;0
loja 04;29.13300_2739;vestido;vestido;129;1;com foto;ativo no site;0
loja 04;29.13320_04002;vestido;vestido;139;1;com foto;ativo no site;0
loja 04;29.09109_617;sapato;rasteira;119;1;com foto;ativo no site;0
loja 04;29.06579_931;calca;calca;399;1;com foto;desativado;problemas de qualidade do produto
loja 04;29.13937_0091;macacao;macaquinho;239;1;com foto;ativo no site;0
loja 04;29.06596_777;calca;calca;179;1;com foto;ativo no site;0
loja 04;29.13964_27258;vestido;vestido;229;1;com foto;ativo no site;0
loja 04;29.06619_019;calca;calca;549;1;com foto;desativado;problemas de qualidade do produto
loja 04;29.06714_826;calca;calca;199;1;com foto;ativo no site;0
loja 04;29.14001_0005;vestido;vestido;159;1;com foto;ativo no site;0
loja 04;29.13365_27298;blusa;blusa;109;1;com foto;ativo no site;0
loja 04;29.06747_2346;calca;calca;159;1;com foto;ativo no site;0
loja 04;29.14011_0005;blusa;blusa;109;1;com foto;ativo no site;0
loja 04;29.14030_0091;calca;calca;149;1;com foto;desativado;falta de padrao no tamanho
loja 04;29.13431_0024;blusa;blusa;89;1;sem foto;sem foto;0
loja 04;29.14084_27274;vestido;vestido;199;1;com foto;ativo no site;0
loja 04;29.14091_0024;blusa;regata;69;1;com foto;ativo no site;0
loja 04;29.13440_27000;bermuda /short;bermuda;119;1;com foto;ativo no site;0
loja 04;29.14123_1573;blusa;cropped;119;1;com foto;ativo no site;0
loja 04;29.13442_27005;blusa;blusa;99;1;com foto;ativo no site;0
loja 04;29.13444_27005;macacao;macacao;189;1;com foto;ativo no site;0
cd rj;29.14669_04061;vestido;vestido;60098;354;com foto;desativado;falta de padrao no tamanho
cd rj;29.13331_27003;vestido;vestido;42135;311;com foto;ativo no site;0
cd rj;29.14747_27564;macacao;macaquinho;46566;295;com foto;ativo no site;0
cd rj;29.13466_04006;blusa;blusa;22176;269;com foto;desativado;falta de padrao no tamanho
cd rj;29.14008_04002;blusa;tunica;21978;264;com foto;ativo no site;0
cd rj;29.20516_00082;blusa;blusa;17444;263;com foto;ativo no site;0
cd rj;29.13466_04007;blusa;blusa;17523;221;com foto;desativado;falta de padrao no tamanho
cd rj;29.11066_2690;saia;saia;19224;216;com foto;ativo no site;0
cd rj;29.14779_04065;saia;saia;35422;215;com foto;foto tratamento;0
cd rj;29.13603_27293;blusa;blusa;17931;166;com foto;foto tratamento;0
cd rj;29.17028_031;blusa;blusa;10502;158;com foto;ativo no site;0
cd rj;29.13466_1652;blusa;blusa;9801;143;com foto;desativado;produto diferente da imagem
cd rj;29.14853_27418;blusa;top;7268;140;com foto;ativo no site;0
cd rj;29.15005_27575;blusa;blusa;7268;140;com foto;foto tratamento;0
cd rj;29.17286_0005;blusa;blusa;7923;133;com foto;ativo no site;0
cd rj;29.20513_00082;blusa;blusa;8295;130;com foto;ativo no site;0
cd rj;29.11152_019;calca;calca;16641;130;com foto;desativado;problemas de qualidade do produto
cd rj;29.17345_04328;calca;calca;25489;129;com foto;ativo no site;0
cd rj;29.16443_30031;casaco / jaqueta;jaqueta;17313;124;com foto;ativo no site;0
cd rj;29.20512_0015;blusa;blusa;8811;123;com foto;ativo no site;0
cd rj;29.20578_04317;colete / kimono;kimono;13992;120;com foto;ativo no site;0
cd rj;29.20578_0005;colete / kimono;kimono;18444;117;com foto;ativo no site;0
cd rj;29.14884_04074;blusa;blusa;5841;114;com foto;ativo no site;0
cd rj;29.15464_27589;blusa;top;9035;110;com foto;ativo no site;0
cd rj;29.14261_27292;blusa;blusa;11259;110;com foto;ativo no site;0
cd rj;29.15236_27559;blusa;top;4740;108;com foto;foto tratamento;0
cd rj;29.16310_27554;blusa;blusa;3916;106;com foto;ativo no site;0
cd rj;29.16678_018;blusa;blusa;4345;104;com foto;ativo no site;0
cd rj;29.08283_019;macacao;macacao;18258;102;sem foto;sem foto;0
cd rj;29.14332_04013;saia;saia;10017;101;com foto;desativado;produto diferente da imagem
cd rj;29.16812_0015;saia;saia;8493;99;com foto;ativo no site;0
cd rj;29.20508_0005;calca;calca;7259;97;com foto;ativo no site;0
cd rj;29.15242_27602;blusa;blusa;5340;97;com foto;foto tratamento;0
cd rj;29.20507_0005;blusa;blusa;6039;96;com foto;ativo no site;0
cd rj;29.14542_0068;acessório;colar;7120;95;com foto;foto tratamento;0
cd rj;29.13366_27253;bermuda /short;short;8479;91;com foto;ativo no site;0
cd rj;29.05454_019;blusa;blusa;8010;90;sem foto;sem foto;0
cd rj;29.14673_27270;blusa;top;5544;89;com foto;ativo no site;0
cd rj;29.10000_1403;acessório;cinto;3432;88;sem foto;sem foto;0
cd rj;29.15489_04060;vestido;vestido;12369;87;com foto;ativo no site;0
cd rj;29.15018_04073;blusa;camisa;4356;84;com foto;foto tratamento;0
cd rj;29.15481_27591;bermuda /short;short;8771;83;com foto;ativo no site;0
cd rj;29.14852_27417;blusa;top;3239;80;com foto;ativo no site;0
cd rj;29.17291_04317;acessório;colar;3422;76;com foto;ativo no site;0
cd rj;29.15204_04035;blusa;regata;2225;74;com foto;foto tratamento;0
cd rj;29.14850_27413;blusa;top;3002;74;com foto;ativo no site;0
cd rj;29.13886_27275;saia;saia;4563;74;com foto;desativado;produto diferente da imagem
cd rj;29.17141_0199;acessório;bracelete;8745;73;com foto;desativado;produto diferente da imagem
cd rj;29.14986_04035;calca;calca;1666;73;com foto;ativo no site;0
cd rj;29.17143_0005;acessório;pulseira;7482;72;com foto;ativo no site;0
cd rj;29.17345_0005;calca;calca;4308;71;com foto;ativo no site;0
cd rj;29.13915_4451;vestido;vestido;3465;70;com foto;desativado;produto diferente da imagem
cd rj;29.17371_0005;blusa;camisa;3927;67;com foto;foto tratamento;0
cd rj;29.15748_27559;blusa;blusa;2178;65;com foto;ativo no site;0
cd rj;29.16039_0005;blusa;blusa;3483;65;com foto;ativo no site;0
cd rj;29.13531_04027;casaco / jaqueta;blazer;9334;61;com foto;ativo no site;0
cd rj;29.15057_0024;vestido;vestido;1032;61;com foto;ativo no site;0
cd rj;29.20576_04308;macacao;macacao;3725;60;com foto;ativo no site;0
cd rj;29.20574_04303;vestido;vestido;4725;60;com foto;ativo no site;0
cd rj;29.17324_0024;blusa;cropped;1343;59;com foto;foto tratamento;0
cd rj;29.16260_04312;acessório;colar;3397;59;com foto;ativo no site;0
cd rj;29.15041_27579;bermuda /short;short;990;59;com foto;ativo no site;0
cd rj;29.15321_04035;blusa;top;2967;58;com foto;ativo no site;0
cd rj;29.15074_04006;blusa;cropped;1380;58;sem foto;sem foto;0
cd rj;29.15764_27598;bermuda /short;short;1431;56;com foto;desativado;problemas de qualidade do produto
cd rj;29.01133_033;blusa;blusa;2184;56;sem foto;sem foto;0
cd rj;29.20601_0005;blusa;camisa;9353;54;com foto;ativo no site;0
cd rj;29.13039_0057;calca;calca;5593;54;com foto;desativado;falta de padrao no tamanho
cd rj;29.13999_04019;colete / kimono;colete;4725;53;com foto;ativo no site;0
cd rj;29.20575_04303;saia;saia;2737;52;com foto;ativo no site;0
cd rj;29.14259_0024;blusa;blusa;2322;50;com foto;ativo no site;0
cd rj;29.15056_0024;blusa;blusa;948;50;com foto;foto tratamento;0
cd rj;29.13499_0024;blusa;camisa;597;47;com foto;ativo no site;0
cd rj;29.13602_27293;bermuda /short;bermuda;1074;47;com foto;ativo no site;0
cd rj;29.10107_038;bolsa;bolsa;3243;47;sem foto;sem foto;0
cd rj;29.17393_0068;acessório;bracelete;2673;46;com foto;ativo no site;0
cd rj;29.16624_30019;blusa;top;869;46;com foto;foto tratamento;0
cd rj;29.01133_2438;blusa;blusa;1794;46;sem foto;sem foto;0
cd rj;29.16022_0024;blusa;camisa;995;44;com foto;foto tratamento;0
cd rj;29.15473_27589;vestido;vestido;5187;44;com foto;ativo no site;0
cd rj;29.20579_04310;blusa;camisao;2502;43;com foto;ativo no site;0
cd rj;29.13554_04022;blusa;blusa;3107;43;com foto;ativo no site;0
cd rj;29.15435_27597;blusa;blusa;954;42;com foto;ativo no site;0
cd rj;29.14365_04002;blusa;blusa;69;42;com foto;foto tratamento;0
cd rj;29.14666_0024;acessório;colar;2133;41;com foto;ativo no site;0
cd rj;29.17109_0068;acessório;brinco;1534;40;sem foto;sem foto;0
cd rj;29.20597_04328;blusa;blusa;1744;40;com foto;ativo no site;0
cd rj;29.17032_04000;sapato;sandalia;179;40;sem foto;sem foto;0
cd rj;29.02256_019;blusa;blusa;3160;40;sem foto;sem foto;0
cd rj;29.17287_0068;acessório;brinco;2616;39;com foto;ativo no site;0
cd rj;29.16312_0024;vestido;vestido;269;39;com foto;ativo no site;0
cd rj;29.14258_2608;blusa;blusa;89;39;com foto;ativo no site;0
cd rj;29.13361_27253;vestido;vestido;4179;39;com foto;ativo no site;0
cd rj;29.20579_04329;blusa;camisao;2224;38;com foto;ativo no site;0
cd rj;29.15917_30000;blusa;blusa;79;38;com foto;ativo no site;0
cd rj;29.16260_0005;acessório;colar;1738;38;com foto;ativo no site;0
cd rj;29.20598_04319;blusa;blusa;4033;37;sem foto;sem foto;0
cd rj;29.20598_04313;blusa;blusa;4033;37;sem foto;sem foto;0
cd rj;29.20598_04312;blusa;blusa;4033;37;sem foto;sem foto;0
cd rj;29.10966_005;blusa;blusa;3663;37;sem foto;sem foto;0
cd rj;29.16678_0029;blusa;blusa;632;36;com foto;ativo no site;0
cd rj;29.20597_04319;blusa;blusa;1853;36;com foto;ativo no site;0
cd rj;29.05332_2125;blusa;blusa;2844;36;sem foto;sem foto;0
cd rj;29.20602_04325;blusa;top;2415;35;sem foto;sem foto;0
cd rj;29.12728_0024;blusa;blusa;4515;35;sem foto;sem foto;0
cd rj;29.15080_0024;blusa;blusa;69;34;com foto;ativo no site;0
cd rj;29.14499_27282;vestido;vestido;3043;33;com foto;ativo no site;0
cd rj;29.10931_005;blusa;blusa;5408;32;sem foto;sem foto;0
cd rj;29.05379_038;blusa;blusa;4309;31;sem foto;sem foto;0
cd rj;29.07809_019;vestido;vestido;3069;31;sem foto;sem foto;0
cd rj;29.14149_27299;blusa;blusa;1335;30;com foto;ativo no site;0
cd rj;29.15440_27590;blusa;blusa;5572;29;com foto;ativo no site;0
cd rj;29.17146_0005;acessório;bracelete;3354;28;com foto;ativo no site;0
cd rj;29.15012_27576;calca;calca;3332;28;com foto;foto tratamento;0
cd rj;29.20598_0024;blusa;blusa;2943;27;sem foto;sem foto;0
cd rj;29.16162_27255;vestido;vestido;6453;27;com foto;ativo no site;problemas de qualidade do produto
cd rj;29.13666_741;acessório;bracelete;2673;27;sem foto;sem foto;0
cd rj;29.11508_2691;sapato;rasteira;4023;27;com foto;desativado;produto diferente da imagem
cd rj;29.13610_27294;blusa;top;2834;26;com foto;ativo no site;0
cd rj;29.20591_04329;blusa;blusa;1428;25;com foto;ativo no site;0
cd rj;29.15074_04114;blusa;cropped;1656;24;com foto;foto tratamento;0
cd rj;29.15018_04006;blusa;camisa;2376;24;sem foto;sem foto;0
cd rj;29.13967_1511;bermuda /short;short;3816;24;com foto;ativo no site;0
cd rj;29.16793_04329;blusa;blusa;1357;23;com foto;foto tratamento;0
cd rj;29.20608_04310;calca;calca;3906;23;com foto;ativo no site;0
cd rj;29.15351_04076;bermuda /short;short;3887;23;com foto;ativo no site;0
cd rj;29.14188_27300;saia;saia;3549;23;com foto;ativo no site;0
cd rj;29.17031_0024;blusa;blusa;1246;22;com foto;ativo no site;0
cd rj;29.15028_04035;blusa;regata;1518;22;com foto;foto tratamento;0
cd rj;29.13677_27573;blusa;cropped;1738;22;com foto;foto tratamento;0
cd rj;29.13881_04006;casaco / jaqueta;casaco;2919;22;com foto;ativo no site;0
cd rj;29.14990_04061;blusa;cropped;1738;22;com foto;foto tratamento;0
cd rj;29.13968_04006;casaco / jaqueta;casaco;3938;22;com foto;ativo no site;0
cd rj;29.14628_04003;blusa;blusa;3058;22;com foto;ativo no site;0
cd rj;29.10960_2617;blusa;blusa;1738;22;com foto;ativo no site;0
cd rj;29.20579_04321;blusa;camisao;1390;21;com foto;ativo no site;0
cd rj;29.20604_04313;vestido;vestido;5019;21;sem foto;sem foto;0
cd rj;29.16784_031;blusa;blusa;1449;21;com foto;foto tratamento;0
cd rj;29.20592_04313;blusa;camisa;4599;21;sem foto;sem foto;0
cd rj;29.15521_0024;blusa;blusa;2079;21;com foto;foto tratamento;0
cd rj;29.13688_27286;blusa;blusa;2289;21;com foto;foto tratamento;0
cd rj;29.16939_04319;vestido;vestido;4541;20;com foto;ativo no site;0
cd rj;29.16712_04303;blusa;blusa;1980;20;com foto;foto tratamento;0
cd rj;29.15161_04068;blusa;blusa;801;20;com foto;ativo no site;0
cd rj;29.16629_04317;vestido;vestido;3380;20;com foto;foto tratamento;0
cd rj;29.15004_04069;vestido;vestido;2380;20;com foto;foto tratamento;0
cd rj;29.06311_019;bermuda /short;short;1980;20;sem foto;sem foto;0
cd rj;29.16748_0005;calca;calca;2831;19;com foto;foto tratamento;0
cd rj;29.17094_0005;casaco / jaqueta;casaco;2451;19;com foto;foto tratamento;0
cd rj;29.15751_04075;blusa;camisa;2502;19;com foto;desativado;problemas de qualidade do produto
cd rj;29.16445_2614;colete / kimono;kimono;3211;19;com foto;ativo no site;0
cd rj;29.20577_2206;blusa;camisa;534;18;com foto;ativo no site;0
cd rj;29.17125_0005;blusa;blusa;1062;18;com foto;foto tratamento;0
cd rj;29.20611_04329;calca;calca;1533;18;com foto;ativo no site;0
cd rj;29.20591_04325;blusa;blusa;714;18;com foto;ativo no site;0
cd rj;29.15544_27609;saia;saia;2322;18;com foto;foto tratamento;0
cd rj;29.15166_27603;vestido;vestido;1432;18;com foto;ativo no site;0
cd rj;29.15731_0068;acessório;bracelete;1962;18;sem foto;sem foto;0
cd rj;29.15778_27561;blusa;blusa;2142;18;sem foto;sem foto;0
cd rj;29.16607_30023;blusa;cropped;1424;18;com foto;ativo no site;0
cd rj;29.15025_04020;blusa;blusa;1242;18;sem foto;sem foto;0
cd rj;29.15028_04075;blusa;regata;1242;18;com foto;foto tratamento;0
cd rj;29.20599_04319;blusa;blusa;952;17;com foto;ativo no site;0
cd rj;29.17226_04320;blusa;blusa;1173;17;sem foto;sem foto;0
cd rj;29.15216_04067;bermuda /short;short;2193;17;com foto;ativo no site;0
cd rj;29.15744_04035;acessório;brinco;1003;17;sem foto;sem foto;0
cd rj;29.15129_27563;calca;calca;3893;17;sem foto;sem foto;0
cd rj;29.15355_0005;acessório;brinco;1003;17;com foto;foto tratamento;0
cd rj;29.15063_0001;blusa;blusa;1343;17;com foto;foto tratamento;0
cd rj;29.15774_1652;vestido;vestido;4743;17;sem foto;sem foto;0
cd rj;29.15063_04062;blusa;blusa;1343;17;sem foto;sem foto;0
cd rj;29.15777_27560;vestido;vestido;3383;17;sem foto;sem foto;0
cd rj;29.15150_0061;blusa;top;2064;17;com foto;ativo no site;0
cd rj;29.15691_0024;blusa;blusa;1003;17;sem foto;sem foto;0
cd rj;29.15132_27563;bermuda /short;short;2703;17;sem foto;sem foto;0
cd rj;29.16596_30023;blusa;blusa;2023;17;com foto;foto tratamento;0
cd rj;29.15077_0024;blusa;blusa;1003;17;sem foto;sem foto;0
